0.025,NaN,NaN,NaN,NaN,NaN
0.05,0,1.988267551,0.0768344808,-0.02920188936,0.06536526639
0.075,0,4.389026827,0.1492397692,-0.07052276331,0.1267828849
0.1,0,6.086024798,0.1765192329,-0.100229913,0.15636913
0.125,0,7.151162602,0.1948200017,-0.09414664802,0.1924836467
0.15,0,7.291066107,0.2141501152,-0.06764653652,0.2240717395
0.175,0,7.307972153,0.2674122354,-0.03465084771,0.2591566456
0.2,0,7.471065026,0.282112385,-0.004243615993,0.2701294381
0.225,0,8.281869083,0.2949502601,0.02865835513,0.277537639
0.25,0,9.760572264,0.2959454876,0.03714447891,0.2937052213
0.275,0,11.92386435,0.3273073978,0.01717166108,0.3407432086
0.3,0,13.48778271,0.3444589611,0.004981518647,0.3686507337
0.325,0,14.21896734,0.362112124,0.008672869914,0.3894615416
0.35,0,14.30872391,0.3827568265,0.03821061985,0.371133297
0.375,0,14.30748647,0.4203402769,0.03078513653,0.3663466952
0.4,0,14.26497308,0.4358553862,0.03083436866,0.3475263847
0.425,0,14.19041353,0.4269479487,0.01032031683,0.3302605422
0.45,0,14.09493908,0.3681525031,-0.01024245373,0.3181735994
0.475,0,14.05813686,0.3110704563,-0.02927723381,0.3252772094
0.5,0,14.07633238,0.302498006,-0.04608323704,0.3347441373
0.525,0,14.09507592,0.3292034272,-0.05913559975,0.3313741377
0.55,0,14.05757769,0.3205582713,-0.08694885362,0.2990805971
0.575,0,14.00316823,0.2978970893,-0.1016510137,0.2601119933
0.6,0,13.98666775,0.287051309,-0.09443363268,0.2371729143
0.625,0,14.04850088,0.3367445428,-0.0473742626,0.268710776
0.65,0,14.10112591,0.3639269339,0.007935615966,0.3210636418
0.675,0,14.14853332,0.3756501911,0.03340833992,0.3432941036
0.7,0,14.11292584,0.3381669618,-0.002435649378,0.3204274966
0.725,0,14.0271806,0.2946605224,-0.1052070452,0.2692843061
0.75,0,13.94056883,0.2634474929,-0.1798646638,0.2626360336
0.775,0,13.90181232,0.2703828482,-0.1956911756,0.275034675
0.8,0,13.92479231,0.2777845305,-0.1685906465,0.2799137588
0.825,0,13.96173884,0.2895996904,-0.1460867924,0.2720352289
0.85,0,14.02464344,0.2886904007,-0.1343355098,0.2561560898
0.875,0,14.01954226,0.2884876421,-0.1428295729,0.2339050706
0.9,0,14.00121886,0.2825425835,-0.1582274119,0.2150955337
0.925,0,13.97222729,0.2784921928,-0.1713322792,0.2156179477
0.95,0,14.00553174,0.286158698,-0.1732859981,0.2282417135
0.975,0,14.03800854,0.2936023719,-0.165168874,0.2284987611
1,0,14.04835149,0.3133388606,-0.1569887014,0.2033308316
1.025,0,14.02994942,0.3442593571,-0.1316451783,0.1980160855
1.05,0,14.00831444,0.3808705937,-0.09763598926,0.2353114277
1.075,0,14.01779886,0.4054452127,-0.06193111557,0.2955913521
1.1,0,14.04802096,0.4055660548,-0.02771894476,0.371978288
1.125,0,14.13499497,0.3783895976,-0.03304614595,0.3997419019
1.15,0,14.15199393,0.3663042805,-0.03820707224,0.3881382644
1.175,0,14.17347748,0.3670826796,-0.039476361,0.3780690183
1.2,0,14.17205944,0.4081500076,-0.01182379533,0.3629977524
1.225,0,14.15988567,0.4319739875,0.002931338564,0.3468531565
1.25,0,14.14728456,0.3989489291,-0.02391047862,0.3091445914
1.275,0,14.12447799,0.3241340164,-0.0775471832,0.2468472056
1.3,0,14.10653368,0.2544241374,-0.1070361045,0.1782366324
1.325,0,14.09576605,0.2214820644,-0.0933362243,0.1225854616
1.35,0,14.11270044,0.2537635482,-0.05536232237,0.1256003699
1.375,0,14.12980194,0.3093674002,-0.01889355146,0.1693800153
1.4,0,14.14582055,0.3403836222,-0.009898658175,0.2154357816
1.425,0,14.15128694,0.3360621378,-0.009187124545,0.2521392463
1.45,0,14.13159836,0.3116091691,-0.01373727734,0.2741775269
1.475,0,14.08950463,0.3176396051,-0.0175307408,0.2926861937
1.5,0,14.04344469,0.3569551077,-0.02837918196,0.312090976
1.525,0,14.02885362,0.3874300142,-0.04602615095,0.3318101045
1.55,0,14.06118274,0.3951200397,-0.06810936096,0.3382763351
1.575,0,14.10135215,0.3866864354,-0.09550974072,0.3349473809
1.6,0,14.13236636,0.3677720527,-0.1264185368,0.3135067771
1.625,0,14.12151067,0.3288266467,-0.1391838472,0.2965984152
1.65,0,14.10088346,0.2904521856,-0.1194602769,0.2848529459
1.675,0,14.07020803,0.2639834918,-0.09343303804,0.2804730069
1.7,0,14.06999939,0.2489026879,-0.08130511464,0.2553008143
1.725,0,14.10121267,0.2339760133,-0.08028705224,0.2148274489
1.75,0,14.16288424,0.2219902004,-0.06271936048,0.1851012633
1.775,0,14.21706974,0.2378300703,-0.05305128153,0.1967130068
1.8,0,14.23583207,0.2626293409,-0.04799497253,0.2251987348
1.825,0,14.2114603,0.3083404286,-0.06475754627,0.2337668283
1.85,0,14.14786941,0.3367255814,-0.07028421415,0.2289191923
1.875,0,14.0821537,0.3687918067,-0.09219696325,0.2452663911
1.9,0,14.04812975,0.3559885332,-0.1077864948,0.2844747479
1.925,0,14.06945205,0.3485415657,-0.1011007724,0.3238440517
1.95,0,14.1414381,0.3462270568,-0.05195726652,0.346951574
1.975,0,14.1851195,0.3594274893,-0.01695165116,0.3359848391
2,0,14.19683063,0.3392953552,-0.02602103563,0.2836128315
2.025,0,14.1661486,0.308610441,-0.07819853546,0.1977053201
2.05,0,14.15878591,0.300081228,-0.110343814,0.1645815881
2.075,0,14.15295009,0.3356258227,-0.1296762553,0.1892632188
2.1,0,14.131694,0.3573722575,-0.1297242325,0.227112582
2.125,0,14.13469967,0.3776329375,-0.1039721057,0.2546295152
2.15,0,14.14717425,0.3821859469,-0.09298266064,0.2756341446
2.175,0,14.18501287,0.3986961926,-0.06869995337,0.334626494
2.2,0,14.18015518,0.390803986,-0.0695057674,0.365054679
2.225,0,14.16373573,0.3716565132,-0.07116008839,0.3399451608
2.25,0,14.16266969,0.3550773216,-0.06325623197,0.3092935147
2.275,0,14.18169586,0.3514940327,-0.04713783981,0.2976970296
2.3,0,14.22960125,0.3583850651,-0.004797798217,0.3197958731
2.325,0,14.2832411,0.3882197364,0.06026171218,0.3792016278
2.35,0,14.27792414,0.4185096128,0.07936037625,0.4061498602
2.375,0,14.22509325,0.4359087751,0.05254414239,0.3960773745
