0.025,0,-0.03314480326,0.03107705407,-0.01708933893,0.004751507162
0.05,0,-0.09398044839,0.1022503697,-0.03518994132,0.03880151031
0.075,0,-0.1841107665,0.2117017268,-0.06026475299,0.1114498505
0.1,0,-0.214186888,0.2973367244,-0.05700145959,0.1869927491
0.125,0,-0.2152520154,0.3239770245,-0.05256576591,0.2200219418
0.15,0,-0.1647194236,0.3133857129,-0.03383089956,0.2126271481
0.175,0,-0.1414887794,0.2856447952,-0.03779668607,0.2096437119
0.2,0,-0.09739017616,0.2471412144,-0.05554379777,0.1852853422
0.225,0,-0.1181184834,0.2216896731,-0.10293269,0.1465337954
0.25,0,0.1350078047,0.1463875555,-0.09764317136,0.05952475773
0.275,0,2.232726523,-0.2181426759,0.04340127849,-0.1381929091
0.3,0,7.589725314,-0.6021669285,0.1903398001,-0.292063152
0.325,0,15.15217215,-0.796662067,0.2360437065,-0.2976604091
0.35,0,21.9556287,-0.3859680242,0.05791995243,0.006989171019
0.375,0,25.26448134,-0.01549399842,-0.05798536358,0.2601720247
0.4,0,26.06773602,0.2404782177,-0.1211556083,0.4060016388
0.425,0,26.21521236,0.3097723169,-0.09839733433,0.4537421913
0.45,0,26.22745917,0.3110625048,-0.08320798449,0.4440156797
0.475,0,26.20773108,0.2906376562,-0.1066580173,0.4252675202
0.5,0,26.13994445,0.2774001165,-0.1516183989,0.4183120706
0.525,0,26.08440224,0.2230781161,-0.2107803241,0.4124443155
0.55,0,26.11377486,0.1897740785,-0.2460645868,0.4016067235
0.575,0,26.13379554,0.16892001,-0.2537468832,0.369041047
0.6,0,26.11909037,0.20092274,-0.2595980669,0.3191956391
0.625,0,26.0978913,0.248473941,-0.2586188246,0.2774587219
0.65,0,26.10603381,0.3026065547,-0.2356815126,0.2736970739
0.675,0,26.10335908,0.3159311617,-0.1925504267,0.3019510476
0.7,0,26.06165406,0.2977822143,-0.1631102732,0.3412219949
0.725,0,26.02291249,0.2552975588,-0.1629158304,0.3589104492
0.75,0,26.02615095,0.2341069567,-0.1840150824,0.3650118788
0.775,0,26.03227986,0.2278184733,-0.2124048058,0.3629814258
0.8,0,26.00400373,0.2187602452,-0.2415414868,0.3557204622
0.825,0,25.96747958,0.1965122845,-0.2593885139,0.3425933708
0.85,0,25.99076608,0.1839789982,-0.2575097813,0.3322301414
0.875,0,26.06334448,0.1958448447,-0.2467741085,0.3396241823
0.9,0,26.12184347,0.2283917996,-0.2487458358,0.3722061626
